===名單===
醫院: city | 區域: hospName | 地址: hospTel
醫院: 高雄市 | 區域: 林文樹小兒科內科診所 | 地址: 07-7611286
醫院: 高雄市 | 區域: 陳清裕小兒科診所 | 地址: 07-7517221
醫院: 高雄市 | 區域: 維謙耳鼻喉科診所 | 地址: 07-7276617
醫院: 高雄市 | 區域: 茂林區衛生所 | 地址: 07-6801046
醫院: 高雄市 | 區域: 高雄市茄萣區衛生所 | 地址: 07-6989275
醫院: 高雄市 | 區域: 顏診所 | 地址: 07-6901481
醫院: 高雄市 | 區域: 茄萣好診所 | 地址: 07-6900208
醫院: 高雄市 | 區域: 醫生館診所 | 地址: 07-6907088
醫院: 高雄市 | 區域: 華榮診所 | 地址: 07-6909097
醫院: 高雄市 | 區域: 永恩診所 | 地址: 07-6921055
醫院: 高雄市 | 區域: 吳南寬診所 | 地址: 07-6921275
醫院: 高雄市 | 區域: 加昇診所 | 地址: 07-6900268
醫院: 高雄市 | 區域: 桃源區衛生所 | 地址: 07-6861126
醫院: 高雄市 | 區域: 梓安診所 | 地址: 07-6177429
醫院: 高雄市 | 區域: 梓官區衛生所 | 地址: 07-6177331
醫院: 高雄市 | 區域: 李宗恩內科診所 | 地址: 07-6176338
醫院: 高雄市 | 區域: 嘉田診所 | 地址: 07-6107738
醫院: 高雄市 | 區域: 崇安診所 | 地址: 07-6179387
醫院: 高雄市 | 區域: 蔡政達診所 | 地址: 07-6173295
醫院: 高雄市 | 區域: 藍偉宏診所 | 地址: 07-7338715
醫院: 高雄市 | 區域: 劉金龍診所 | 地址: 07-7313935
醫院: 高雄市 | 區域: 聯安診所 | 地址: 07-7335076
醫院: 高雄市 | 區域: 高雄長庚紀念醫院 | 地址: 07-7317123
醫院: 高雄市 | 區域: 健康湖內診所 | 地址: 07-6998699
醫院: 高雄市 | 區域: 高雄市湖內區衛生所 | 地址: 07-6993009
醫院: 高雄市 | 區域: 蕭志文醫院 | 地址: 07-2240252
醫院: 高雄市 | 區域: 惠仁醫院 | 地址: 07-2010196
醫院: 高雄市 | 區域: 原祿骨科醫院 | 地址: 07-2371013
醫院: 高雄市 | 區域: 毛重富耳鼻喉科診所 | 地址: 07-2350168
醫院: 高雄市 | 區域: 周玉祺診所 | 地址: 07-2262128
醫院: 高雄市 | 區域: 家佳診所 | 地址: 07-2234383
醫院: 高雄市 | 區域: 張正國診所 | 地址: 07-2161238
醫院: 高雄市 | 區域: 雄大診所 | 地址: 07-2232000
醫院: 高雄市 | 區域: 新華醫院 | 地址: 07-2876080
醫院: 高雄市 | 區域: 吳國欽內科診所 | 地址: 07-2870789
醫院: 高雄市 | 區域: 七賢脊椎外科 | 地址: 07-2385878
醫院: 高雄市 | 區域: 馬敘強診所 | 地址: 07-2817220
醫院: 高雄市 | 區域: 蘇榮茂診所 | 地址: 07-2231243
醫院: 高雄市 | 區域: 王育彥耳鼻喉科診所 | 地址: 07-2352268
醫院: 高雄市 | 區域: 健和診所 | 地址: 07-2299968
醫院: 高雄市 | 區域: 偉峰診所 | 地址: 07-2222123
醫院: 高雄市 | 區域: 紀耳鼻喉科診所 | 地址: 07-2719087
醫院: 高雄市 | 區域: 忠孝泌尿專科醫院 | 地址: 07-2361761
醫院: 高雄市 | 區域: 蘇素環神經科診所 | 地址: 07-2376661
醫院: 高雄市 | 區域: 容康診所 | 地址: 07-2413388
醫院: 高雄市 | 區域: 劉應炎診所 | 地址: 07-5511051
醫院: 高雄市 | 區域: 施家庭醫學科診所 | 地址: 07-5324460
醫院: 高雄市 | 區域: 盧榮坤小兒科診所 | 地址: 07-5315657
醫院: 高雄市 | 區域: 汪昇勳耳鼻喉科診所 | 地址: 07-5216655
醫院: 高雄市 | 區域: 康得診所 | 地址: 07-5319191
醫院: 高雄市 | 區域: 安心銘燦皮膚科診所 | 地址: 07-2618500
醫院: 高雄市 | 區域: 大郭診所 | 地址: 07-2412233
醫院: 高雄市 | 區域: 宏祐診所 | 地址: 07-2856777
醫院: 高雄市 | 區域: 吉田耳鼻喉科診所 | 地址: 07-2113165
醫院: 高雄市 | 區域: 上琳醫院 | 地址: 07-2828668
醫院: 高雄市 | 區域: 高雄市立大同醫院 | 地址: 07-2911101
醫院: 高雄市 | 區域: 余國榮耳鼻咽喉科診所 | 地址: 07-2167126
醫院: 高雄市 | 區域: 高大美杏生醫院 | 地址: 07-3658885
醫院: 高雄市 | 區域: 小學堂兒科診所 | 地址: 07-3655601
醫院: 高雄市 | 區域: 金安心醫院 | 地址: 07-3649890
醫院: 高雄市 | 區域: 季建華耳鼻喉科診所 | 地址: 07-3663331
醫院: 高雄市 | 區域: 長春醫院 | 地址: 07-3612995
醫院: 高雄市 | 區域: 康東原診所 | 地址: 07-3610115
醫院: 高雄市 | 區域: 仁安診所 | 地址: 07-3684128
醫院: 高雄市 | 區域: 吉豐耳鼻喉科診所 | 地址: 07-3515056
醫院: 高雄市 | 區域: 高耿耀診所 | 地址: 07-3529803
醫院: 高雄市 | 區域: 九大聯合診所 | 地址: 07-3531510
醫院: 高雄市 | 區域: 台灣中油股份有限公司煉製事業部國光聯合診所 | 地址: 07-5824141-6460
醫院: 高雄市 | 區域: 聖昌診所 | 地址: 07-3639666
醫院: 高雄市 | 區域: 顏威裕醫院 | 地址: 07-3639053
醫院: 高雄市 | 區域: 郭士彰耳鼻喉科診所 | 地址: 07-3683235
醫院: 高雄市 | 區域: 歐慈德內科診所 | 地址: 07-3633900
醫院: 高雄市 | 區域: 賴聰宏小兒科診所 | 地址: 07-3630769
醫院: 高雄市 | 區域: 右昌聯合醫院 | 地址: 07-3643388
醫院: 高雄市 | 區域: 孫欲珍小兒科家庭醫學科診所 | 地址: 07-3613709
醫院: 高雄市 | 區域: 林邑樵耳鼻喉科診所 | 地址: 07-3600819
醫院: 高雄市 | 區域: 慕恩診所 | 地址: 07-3638188
醫院: 高雄市 | 區域: 陳其新診所 | 地址: 07-3521077
醫院: 高雄市 | 區域: 健仁醫院 | 地址: 07-3517166
醫院: 高雄市 | 區域: 日月光半導體製造股份有限公司附設員工醫務室 | 地址: 07-3617131
醫院: 高雄市 | 區域: 新家恩診所 | 地址: 07-3551133
醫院: 高雄市 | 區域: 建霖診所 | 地址: 07-3523006
醫院: 高雄市 | 區域: 康兒診所 | 地址: 07-3639263
醫院: 高雄市 | 區域: 廣佑安診所 | 地址: 07-3605998
醫院: 高雄市 | 區域: 王建安小兒科診所 | 地址: 07-3600680
醫院: 高雄市 | 區域: 杏美診所 | 地址: 07-3645599
醫院: 高雄市 | 區域: 楊宗憲診所 | 地址: 07-3663511
醫院: 高雄市 | 區域: 陳顯明診所 | 地址: 07-3648127
醫院: 高雄市 | 區域: 沐仁耳鼻喉科診所 | 地址: 07-3652233
醫院: 高雄市 | 區域: 弘達診所 | 地址: 07-3655995
醫院: 高雄市 | 區域: 徐嘉賢診所 | 地址: 07-3613338
醫院: 高雄市 | 區域: 馨美診所 | 地址: 07-6074999
醫院: 高雄市 | 區域: 祐民診所 | 地址: 07-6072211
醫院: 高雄市 | 區域: 長星診所 | 地址: 07-6973411
醫院: 高雄市 | 區域: 溫賀睿和醫院 | 地址: 07-6965136
醫院: 高雄市 | 區域: 富竹診所 | 地址: 07-6960995
醫院: 高雄市 | 區域: 蘇玉良診所 | 地址: 07-6968248
醫院: 高雄市 | 區域: 高新醫院 | 地址: 07-6975903
醫院: 高雄市 | 區域: 蘇進添小兒科診所 | 地址: 07-6971769
醫院: 高雄市 | 區域: 仁澤診所 | 地址: 07-6076000
醫院: 高雄市 | 區域: 高雄市路竹區衛生所 | 地址: 07-6962449
醫院: 高雄市 | 區域: 祐安小兒科診所 | 地址: 07-5318616
醫院: 高雄市 | 區域: 腎美診所 | 地址: 07-5544900
醫院: 高雄市 | 區域: 高雄市立聯合醫院 | 地址: 07-5552565
醫院: 高雄市 | 區域: 禾家安診所 | 地址: 07-5526355
醫院: 高雄市 | 區域: 朱光興診所 | 地址: 07-5227188
醫院: 高雄市 | 區域: 正大醫院 | 地址: 07-5823989
醫院: 高雄市 | 區域: 新聖明診所 | 地址: 07-5313755
醫院: 高雄市 | 區域: 為好診所 | 地址: 07-5215489
醫院: 高雄市 | 區域: 倫詠診所 | 地址: 07-5501193
醫院: 高雄市 | 區域: 宏澤耳鼻喉科診所 | 地址: 07-5552533
醫院: 高雄市 | 區域: 吳展名診所 | 地址: 07-5535658
醫院: 高雄市 | 區域: 建元診所 | 地址: 07-5543957
醫院: 高雄市 | 區域: 家安診所 | 地址: 07-5541515
醫院: 高雄市 | 區域: 敏德診所 | 地址: 07-5228928
醫院: 高雄市 | 區域: 建生診所 | 地址: 07-5555366
醫院: 高雄市 | 區域: 國立中山大學附設醫務室 | 地址: 07-5250115
醫院: 高雄市 | 區域: 瑞芳耳鼻喉科診所 | 地址: 07-5527887
醫院: 高雄市 | 區域: 柯文良小兒科診所 | 地址: 07-5535760
醫院: 高雄市 | 區域: 華榮謝耳鼻喉科診所 | 地址: 07-5546226
醫院: 高雄市 | 區域: 鄭廣仁小兒科診所 | 地址: 07-5555350
醫院: 高雄市 | 區域: 祐琳小兒科診所 | 地址: 07-5551870
醫院: 高雄市 | 區域: 晴朗親子診所 | 地址: 07-5223396
醫院: 高雄市 | 區域: 黃柏翰皮膚科診所 | 地址: 07-5501711
醫院: 高雄市 | 區域: 吳錦明婦產科診所 | 地址: 07-5226670
醫院: 高雄市 | 區域: 明新診所 | 地址: 07-5551880
醫院: 高雄市 | 區域: 生安婦產小兒科醫院 | 地址: 07-5223138
醫院: 高雄市 | 區域: 劉水壽診所 | 地址: 07-5211891
醫院: 高雄市 | 區域: 嘉樂家醫診所 | 地址: 07-5521542
醫院: 高雄市 | 區域: 慶豐診所 | 地址: 07-5542285
醫院: 高雄市 | 區域: 重安醫院 | 地址: 07-6618471
醫院: 高雄市 | 區域: 衛生福利部旗山醫院 | 地址: 07-6613811
醫院: 高雄市 | 區域: 林博仁診所 | 地址: 07-6621000
醫院: 高雄市 | 區域: 溪洲醫院 | 地址: 07-6621985
醫院: 高雄市 | 區域: 民愛診所 | 地址: 07-6617221
醫院: 高雄市 | 區域: 宋俊輝診所 | 地址: 07-6626336
醫院: 高雄市 | 區域: 格林耳鼻喉科診所 | 地址: 07-6623958
醫院: 高雄市 | 區域: 王致瑋小兒科診所 | 地址: 07-6629922
醫院: 高雄市 | 區域: 嘉惠診所 | 地址: 07-6621900
醫院: 高雄市 | 區域: 聖星診所 | 地址: 07-6622555
醫院: 高雄市 | 區域: 晴美旗后診所 | 地址: 07-5710522
醫院: 高雄市 | 區域: 白鋒釗診所 | 地址: 07-5718239
醫院: 高雄市 | 區域: 高雄市立旗津醫院(委託財團法人私立高雄醫學大學經營) | 地址: 07-5711188
醫院: 高雄市 | 區域: 徐誌忠內科診所 | 地址: 07-5710063
醫院: 高雄市 | 區域: 賴顯忠診所 | 地址: 07-5718773
醫院: 高雄市 | 區域: 國民小兒科診所 | 地址: 07-7427925
醫院: 高雄市 | 區域: 文華耳鼻喉科診所 | 地址: 07-7902555
醫院: 高雄市 | 區域: 大欣診所 | 地址: 07-7993009
醫院: 高雄市 | 區域: 文德診所 | 地址: 07-7805189
醫院: 高雄市 | 區域: 陳柏蒼耳鼻喉科診所 | 地址: 07-7775388
醫院: 高雄市 | 區域: 董石城診所 | 地址: 07-7407636
醫院: 高雄市 | 區域: 文山長慶小兒科診所 | 地址: 07-7774098
醫院: 高雄市 | 區域: 德恩診所 | 地址: 07-7194722
醫院: 高雄市 | 區域: 高內兒科診所 | 地址: 07-7424597
醫院: 高雄市 | 區域: 陳重志聯合診所 | 地址: 07-7427329
醫院: 高雄市 | 區域: 郭崇志診所 | 地址: 07-7100192
醫院: 高雄市 | 區域: 上承診所 | 地址: 07-7102666
醫院: 高雄市 | 區域: 高丹榕診所 | 地址: 07-7475556
醫院: 高雄市 | 區域: 大東醫院 | 地址: 07-7463762
醫院: 高雄市 | 區域: 正宏耳鼻喉科診所 | 地址: 07-7451196
醫院: 高雄市 | 區域: 林錦浩黃正宗耳鼻喉科診所 | 地址: 07-7419880
醫院: 高雄市 | 區域: 新高鳳醫院 | 地址: 07-7472320
醫院: 高雄市 | 區域: 王楩楠內兒科診所 | 地址: 07-7460334
醫院: 高雄市 | 區域: 賴其盈小兒科診所 | 地址: 07-7107998
醫院: 高雄市 | 區域: 優生婦產科醫院 | 地址: 07-7478629
醫院: 高雄市 | 區域: 仁惠婦幼醫院 | 地址: 07-7104397
醫院: 高雄市 | 區域: 柏雅診所 | 地址: 07-7465832
醫院: 高雄市 | 區域: 葉耳鼻喉科診所 | 地址: 07-7778783
醫院: 高雄市 | 區域: 黃大沅小兒科診所 | 地址: 07-7679299
醫院: 高雄市 | 區域: 牛伯伯兒科診所 | 地址: 07-7808123
醫院: 高雄市 | 區域: 詹文祥耳鼻喉科診所 | 地址: 07-7425003
醫院: 高雄市 | 區域: 博新診所 | 地址: 07-7019595
醫院: 高雄市 | 區域: 鳳山全民診所 | 地址: 07-7037038
醫院: 高雄市 | 區域: 聖壹診所 | 地址: 07-7014755
醫院: 高雄市 | 區域: 林誓揚診所 | 地址: 07-7482228
醫院: 高雄市 | 區域: 高雄市立鳳山醫院 | 地址: 07-7418151
醫院: 高雄市 | 區域: 誠愛診所 | 地址: 07-7556008
醫院: 高雄市 | 區域: 欣診所 | 地址: 07-7537532
醫院: 高雄市 | 區域: 陳茂展診所 | 地址: 07-7107302
醫院: 高雄市 | 區域: 江泰興耳鼻喉科診所 | 地址: 07-7422296
醫院: 高雄市 | 區域: 楊誠恕診所 | 地址: 07-7016090
醫院: 高雄市 | 區域: 文衡診所 | 地址: 07-7768185
醫院: 高雄市 | 區域: 九大五甲診所 | 地址: 07-7276789
醫院: 高雄市 | 區域: 聖恩診所 | 地址: 07-7219819
醫院: 高雄市 | 區域: 陳弘列內兒科診所 | 地址: 07-8111227
醫院: 高雄市 | 區域: 家康診所 | 地址: 07-8118967
醫院: 高雄市 | 區域: 李威德診所 | 地址: 07-8227676
醫院: 高雄市 | 區域: 新石津診所 | 地址: 07-7682288
醫院: 高雄市 | 區域: 錦明小兒科診所 | 地址: 07-7633688
醫院: 高雄市 | 區域: 朝仁耳鼻喉科診所 | 地址: 07-8110527
醫院: 高雄市 | 區域: 和成診所 | 地址: 07-7961900
醫院: 高雄市 | 區域: 何鴻鈞診所 | 地址: 07-7716819
醫院: 高雄市 | 區域: 健元內科診所 | 地址: 07-7164100
醫院: 高雄市 | 區域: 聯欣診所 | 地址: 07-7926390
醫院: 高雄市 | 區域: 凱旋診所 | 地址: 07-7637639
醫院: 高雄市 | 區域: 瑞文診所 | 地址: 07-7675688
醫院: 高雄市 | 區域: 韓台基診所 | 地址: 07-7662525
醫院: 高雄市 | 區域: 瑞合耳鼻喉科診所 | 地址: 07-7688800
醫院: 高雄市 | 區域: 禾恩診所 | 地址: 07-7650908
醫院: 高雄市 | 區域: 蘇河名診所 | 地址: 07-7923267
醫院: 高雄市 | 區域: 惠德醫院 | 地址: 07-8126000
醫院: 高雄市 | 區域: 杏和醫院 | 地址: 07-7613111
醫院: 高雄市 | 區域: 瑞良診所 | 地址: 07-7151118
醫院: 高雄市 | 區域: 元富診所 | 地址: 07-7638666
醫院: 高雄市 | 區域: 泰和醫院 | 地址: 07-6111128
醫院: 高雄市 | 區域: 陳性良診所 | 地址: 07-6113516
醫院: 高雄市 | 區域: 高雄市橋頭區衛生所 | 地址: 07-6113516
醫院: 高雄市 | 區域: 孫琮淵診所 | 地址: 07-6130567
醫院: 高雄市 | 區域: 張民傑診所 | 地址: 07-6118991
醫院: 高雄市 | 區域: 正心診所 | 地址: 07-6128080
醫院: 高雄市 | 區域: 廖俊安診所 | 地址: 07-6115040
醫院: 高雄市 | 區域: 高雄市燕巢區衛生所 | 地址: 07-6161148
醫院: 高雄市 | 區域: 吳宏彰診所 | 地址: 07-6163160
醫院: 高雄市 | 區域: 燕巢家庭診所 | 地址: 07-6161810
醫院: 高雄市 | 區域: 高雄市彌陀區衛生所 | 地址: 07-6175307
醫院: 高雄市 | 區域: 旭康診所 | 地址: 07-3222189
醫院: 高雄市 | 區域: 承安耳鼻喉科診所 | 地址: 07-3160789
醫院: 高雄市 | 區域: 全冠診所 | 地址: 07-3222600
醫院: 高雄市 | 區域: 立民內科診所 | 地址: 07-5888236
醫院: 高雄市 | 區域: 財團法人私立高雄醫學大學附設高醫岡山分院 | 地址: 07-6263000
醫院: 高雄市 | 區域: 大心診所 | 地址: 07-2855222
醫院: 高雄市 | 區域: 楊朝欽內科診所 | 地址: 07-3349010
醫院: 高雄市 | 區域: 祐康診所 | 地址: 07-3638789
醫院: 高雄市 | 區域: 高大媄兒科診所 | 地址: 07-3658288
醫院: 高雄市 | 區域: 康群耳鼻喉科診所 | 地址: 07-5549191
醫院: 高雄市 | 區域: 沐樂耳鼻喉科診所 | 地址: 07-5526722
醫院: 高雄市 | 區域: 台安診所 | 地址: 07-7410268
醫院: 高雄市 | 區域: 凱田診所 | 地址: 07-7101995
醫院: 高雄市 | 區域: 吳文誌診所 | 地址: 07-7820958
醫院: 高雄市 | 區域: 吳辰龍耳鼻喉科診所 | 地址: 07-7661910
醫院: 高雄市 | 區域: 楊寧正診所 | 地址: 07-6122226
醫院: 屏東縣 | 區域: 屏基醫療財團法人屏東基督教醫院 | 地址: 08-7363026
醫院: 屏東縣 | 區域: 衛生福利部屏東醫院 | 地址: 08-7363011
醫院: 屏東縣 | 區域: 國軍高雄總醫院屏東分院附設民眾診療服務處 | 地址: 08-7560756
醫院: 屏東縣 | 區域: 寶建醫療社團法人寶建醫院 | 地址: 08-7665995
醫院: 屏東縣 | 區域: 優生醫療社團法人優生醫院 | 地址: 08-7382222
醫院: 屏東縣 | 區域: 安和醫療社團法人安和醫院 | 地址: 08-7651828
醫院: 屏東縣 | 區域: 屏東榮民總醫院 | 地址: 08-7557885
醫院: 屏東縣 | 區域: 國仁醫院 | 地址: 08-7223000
醫院: 屏東縣 | 區域: 民眾醫院 | 地址: 08-7325455
醫院: 屏東縣 | 區域: 復興醫院 | 地址: 08-7232323
醫院: 屏東縣 | 區域: 蔡長禧診所 | 地址: 08-7227766
醫院: 屏東縣 | 區域: 芯禾診所 | 地址: 08-7321060
醫院: 屏東縣 | 區域: 哲明診所 | 地址: 08-7329410
醫院: 屏東縣 | 區域: 正大聯合診所 | 地址: 08-7327015
醫院: 屏東縣 | 區域: 前進診所 | 地址: 08-7517176
醫院: 屏東縣 | 區域: 小太陽兒科聯合診所 | 地址: 08-7379591
醫院: 屏東縣 | 區域: 張俊智診所 | 地址: 08-7667010
醫院: 屏東縣 | 區域: 林志忠診所 | 地址: 08-7364741
醫院: 屏東縣 | 區域: 海豐診所 | 地址: 08-7387135
醫院: 屏東縣 | 區域: 梁宏志診所 | 地址: 08-7364494
醫院: 屏東縣 | 區域: 河南診所 | 地址: 08-7322066
醫院: 屏東縣 | 區域: 林長興診所 | 地址: 08-7236266
醫院: 屏東縣 | 區域: 宋的祥診所 | 地址: 08-7651318
醫院: 屏東縣 | 區域: 曾競鋒診所 | 地址: 08-7324355
醫院: 屏東縣 | 區域: 健丞診所 | 地址: 08-7530011
醫院: 屏東縣 | 區域: 健康123診所 | 地址: 08-7321216
醫院: 屏東縣 | 區域: 崇蘭診所 | 地址: 08-7332716
醫院: 屏東縣 | 區域: 大豐診所 | 地址: 08-7539333
醫院: 屏東縣 | 區域: 林連風診所 | 地址: 08-7336168
醫院: 屏東縣 | 區域: 博醫診所 | 地址: 08-7325992
醫院: 屏東縣 | 區域: 江耳鼻喉科診所 | 地址: 08-7669471
醫院: 屏東縣 | 區域: 蔡善言診所 | 地址: 08-7333666
醫院: 屏東縣 | 區域: 李福國耳鼻喉科診所 | 地址: 08-7383846
醫院: 屏東縣 | 區域: 吉田診所 | 地址: 08-7366140
醫院: 屏東縣 | 區域: 李洮俊診所 | 地址: 08-7668901
醫院: 屏東縣 | 區域: 洮俊診所 | 地址: 08-7363766
醫院: 屏東縣 | 區域: 張道明診所 | 地址: 08-7363766
醫院: 屏東縣 | 區域: 藍文君診所 | 地址: 08-7363766
醫院: 屏東縣 | 區域: 鄭英傑診所 | 地址: 08-7363335
醫院: 屏東縣 | 區域: 屏東縣屏東市衛生所 | 地址: 08-7538701
醫院: 屏東縣 | 區域: 安泰醫療社團法人潮州安泰醫院 | 地址: 08-7800888
醫院: 屏東縣 | 區域: 大展診所 | 地址: 08-7893155
醫院: 屏東縣 | 區域: 王尹星診所 | 地址: 08-7800258
醫院: 屏東縣 | 區域: 大福診所 | 地址: 08-7895556
醫院: 屏東縣 | 區域: 愛生診所 | 地址: 08-7882355
醫院: 屏東縣 | 區域: 大華診所 | 地址: 08-7801002
醫院: 屏東縣 | 區域: 張耳鼻喉科診所 | 地址: 08-7882248
醫院: 屏東縣 | 區域: 賴信宏耳鼻喉科診所 | 地址: 08-7886201
醫院: 屏東縣 | 區域: 洪福枝診所 | 地址: 08-7883702
醫院: 屏東縣 | 區域: 黃志忠診所 | 地址: 08-7884486
醫院: 屏東縣 | 區域: 屏東縣潮州鎮衛生所 | 地址: 08-7882131
醫院: 屏東縣 | 區域: 輔英科技大學附設醫院 | 地址: 08-8323146
醫院: 屏東縣 | 區域: 安泰醫療社團法人安泰醫院 | 地址: 08-8329966
醫院: 屏東縣 | 區域: 李澤診所 | 地址: 08-8323560
醫院: 屏東縣 | 區域: 家欣診所 | 地址: 08-8330810
醫院: 屏東縣 | 區域: 正輝耳鼻喉科診所 | 地址: 08-8353183
醫院: 屏東縣 | 區域: 林瑛豐兒科診所 | 地址: 08-8339868
醫院: 屏東縣 | 區域: 蔡清鄉診所 | 地址: 08-8322475
醫院: 屏東縣 | 區域: 宋耳鼻喉科診所 | 地址: 08-8353681
醫院: 屏東縣 | 區域: 東霖耳鼻喉科診所 | 地址: 08-8326000
醫院: 屏東縣 | 區域: 張憲爵診所 | 地址: 08-8326035
醫院: 屏東縣 | 區域: 嘉恩耳鼻喉科診所 | 地址: 08-8326828
醫院: 屏東縣 | 區域: 德鴻吳小兒科診所 | 地址: 08-8329454
醫院: 屏東縣 | 區域: 新仁愛診所 | 地址: 08-8350623
醫院: 屏東縣 | 區域: 蔡仲凡診所 | 地址: 08-8351666
醫院: 屏東縣 | 區域: 侯友益耳鼻喉科診所 | 地址: 08-8337001
醫院: 屏東縣 | 區域: 屏東縣東港鎮衛生所 | 地址: 08-8325310
醫院: 屏東縣 | 區域: 南門醫療社團法人南門醫院 | 地址: 08-8894568
醫院: 屏東縣 | 區域: 衛生福利部恆春旅遊醫院 | 地址: 08-8892704
醫院: 屏東縣 | 區域: 恆基醫療財團法人恆春基督教醫院 | 地址: 08-8892293
醫院: 屏東縣 | 區域: 屏東縣恆春鎮衛生所 | 地址: 08-8892140
醫院: 屏東縣 | 區域: 宏祥診所 | 地址: 08-7770558
醫院: 屏東縣 | 區域: 李診所 | 地址: 08-7776353
醫院: 屏東縣 | 區域: 天醫診所 | 地址: 08-7771830
醫院: 屏東縣 | 區域: 陳琪銘診所 | 地址: 08-7770488
醫院: 屏東縣 | 區域: 慈愛診所 | 地址: 08-7764028
醫院: 屏東縣 | 區域: 陳宗仁診所 | 地址: 08-7770066
醫院: 屏東縣 | 區域: 安可診所 | 地址: 08-7775689
醫院: 屏東縣 | 區域: 禾興診所 | 地址: 08-7772313
醫院: 屏東縣 | 區域: 鴻基診所 | 地址: 08-7074596
醫院: 屏東縣 | 區域: 欣林診所 | 地址: 08-7772608
醫院: 屏東縣 | 區域: 張家瑜診所 | 地址: 08-7070342
醫院: 屏東縣 | 區域: 屏東縣萬丹鄉衛生所 | 地址: 08-7772049
醫院: 屏東縣 | 區域: 屏東榮民總醫院龍泉分院 | 地址: 08-7702212
醫院: 屏東縣 | 區域: 豐田育晨診所 | 地址: 08-7782108
醫院: 屏東縣 | 區域: 睿洋診所 | 地址: 08-7702965
醫院: 屏東縣 | 區域: 昭仁診所 | 地址: 08-778-2312
醫院: 屏東縣 | 區域: 張文義診所 | 地址: 08-778-3966
醫院: 屏東縣 | 區域: 屏東縣內埔鄉衛生所 | 地址: 08-7792414
醫院: 屏東縣 | 區域: 枋寮醫療社團法人枋寮醫院 | 地址: 08-8789991
醫院: 屏東縣 | 區域: 迦美診所 | 地址: 08-8782900
醫院: 屏東縣 | 區域: 屏東縣枋寮鄉衛生所 | 地址: 08-8782940
醫院: 屏東縣 | 區域: 里港米蘭診所 | 地址: 08-7751630
醫院: 屏東縣 | 區域: 文章診所 | 地址: 08-7757077
醫院: 屏東縣 | 區域: 屏東縣里港鄉衛生所 | 地址: 08-7751711
醫院: 屏東縣 | 區域: 陳宗得診所 | 地址: 08-7625818
醫院: 屏東縣 | 區域: 屏東縣長治鄉衛生所 | 地址: 08-7368734
醫院: 屏東縣 | 區域: 周長興診所 | 地址: 08-7393181
醫院: 屏東縣 | 區域: 方晨瑋診所 | 地址: 08-7393914
醫院: 屏東縣 | 區域: 屏東縣九如鄉衛生所 | 地址: 08-7392006
醫院: 屏東縣 | 區域: 屏東縣麟洛鄉衛生所 | 地址: 08-7221152
醫院: 屏東縣 | 區域: 大新醫院 | 地址: 08-7960833
醫院: 屏東縣 | 區域: 怡仁診所 | 地址: 08-7957598
醫院: 屏東縣 | 區域: 仁山診所 | 地址: 08-7965597
醫院: 屏東縣 | 區域: 佑昌診所 | 地址: 08-7960245
醫院: 屏東縣 | 區域: 嘉誠診所 | 地址: 08-7962772
醫院: 屏東縣 | 區域: 徳樹診所 | 地址: 08-7962600
醫院: 屏東縣 | 區域: 屏東縣高樹鄉衛生所 | 地址: 08-7962026
醫院: 屏東縣 | 區域: 台新診所 | 地址: 08-7930576
醫院: 屏東縣 | 區域: 鹽南晨安診所 | 地址: 08-7937178
醫院: 屏東縣 | 區域: 屏東縣鹽埔鄉衛生所 | 地址: 08-7932474
醫院: 屏東縣 | 區域: 尚禾診所 | 地址: 08-7812963
醫院: 屏東縣 | 區域: 賴家醫科診所 | 地址: 08-7814069
醫院: 屏東縣 | 區域: 屏東縣萬巒鄉衛生所 | 地址: 08-7811794
醫院: 屏東縣 | 區域: 屏東縣竹田鄉衛生所 | 地址: 08-7712434
醫院: 屏東縣 | 區域: 仁興診所 | 地址: 08-7972797
醫院: 屏東縣 | 區域: 屏東縣新埤鄉衛生所 | 地址: 08-7971090
醫院: 屏東縣 | 區域: 江逸詩診所 | 地址: 08-8683228
醫院: 屏東縣 | 區域: 屏東縣新園鄉衛生所 | 地址: 08-8681293
醫院: 屏東縣 | 區域: 長領診所 | 地址: 08-8631083
醫院: 屏東縣 | 區域: 屏東縣崁頂鄉衛生所 | 地址: 08-8633217
醫院: 屏東縣 | 區域: 邱診所 | 地址: 08-8758438
醫院: 屏東縣 | 區域: 欣生診所 | 地址: 08-8750747
醫院: 屏東縣 | 區域: 鄭耳鼻喉科診所 | 地址: 08-8751900
醫院: 屏東縣 | 區域: 陳家醫科診所 | 地址: 08-8750090
醫院: 屏東縣 | 區域: 屏東縣林邊鄉衛生所 | 地址: 08-8752076
醫院: 屏東縣 | 區域: 楷和診所 | 地址: 08-8645886
醫院: 屏東縣 | 區域: 屏東縣南州鄉衛生所 | 地址: 08-8642224
醫院: 屏東縣 | 區域: 林子銘診所 | 地址: 08-8668615
醫院: 屏東縣 | 區域: 佳和診所 | 地址: 08-8660445
醫院: 屏東縣 | 區域: 佳冬鄉農會附設診所 | 地址: 08-8664279
醫院: 屏東縣 | 區域: 大佳診所 | 地址: 08-8666680
醫院: 屏東縣 | 區域: 胡家醫診所 | 地址: 08-8669208
醫院: 屏東縣 | 區域: 屏東縣佳冬鄉衛生所 | 地址: 08-8662018
醫院: 屏東縣 | 區域: 洪國清診所 | 地址: 08-861-3587
